party,name,url,face,chat,party_image,ynr_id
The Conservative Party Candidate,David Edward Lloyd,https://www.choosemypcc.org.uk/candidates/hertfordshire/david-edward-lloyd/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/wall-crop.jpg,"I was elected as Hertfordshire's first Police and Crime Commissioner in 2012
and I am pleased with what has been achieved so far.  In Hertfordshire crime
is low and satisfaction with policing is high. If I am re-elected I intend to
make sure it stays that way.

My focus has been on delivering a top quality service and doing so more
efficiently. By collaborating with neighbouring forces and investing in new
technology, I have met the savings targets set by the Government, cut the
amount that local people pay for policing and maintained a top performing
police force. By improving efficiency I have avoided the cuts seen in other
areas and protected local policing, keeping officers on the frontline. I
believe that protecting neighbourhood policing is vital not just because it is
effective in cutting crime but also because it's the style of policing which
people in Hertfordshire have told me they prefer.

I have put victims at the heart of the criminal justice system. The Beacon
Victim Care Centre is funded by money raised from offenders through the courts
and has provided support to thousands of victims of crime. Sadly it remains
the case that many victims are let down by their experience of other parts of
the criminal justice system including the courts and this is something I am
determined to tackle.

I am excited at the opportunities PCCs are being given to make sure all of our
emergency services work more closely together to provide a better service to
the public. I have played a leading role in the national debate on improving
Bluelight collaboration and it is something I intend to take forward if re-
elected as PCC in Hertfordshire.

Email: david@david-lloyd.org.uk

Campaign Website: http://www.david-lloyd.org.uk/

Facebook: www.facebook.com/david.lloyd4hertfordshire

Postal Address: Davidson House, 168 Queensway, Hemel Hempstead, HP2 5FX

Telephone: 01442 255034

Prepared by Kevin Drew, at Davidson House, 168 Queensway, Hemel Hempstead, HP2
5FX.

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Emblem1_Col-4.jpg,7796
Labour Party,Kerry Patrick Pollard,https://www.choosemypcc.org.uk/candidates/hertfordshire/kerry-patrick-pollard/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Kerry-Pollard.jpg,"Kerry* *Pollard,* former MP for St. Albans, is Labour's choice for Police &amp; Crime Commissioner for Hertfordshire who says:

I believe that *people are more important than money.* Justice and social
equality require good public services funded by the principle of, 'To each
according to needs, from each according to means'. The police service is one
such public service, and we must fund the police so that they can tackle crime
effectively.

Labour stands for *strong public services*. I'm especially committed to
maintaining and developing a good police service.

I deplore the Tory reduction in the number of police stations across
Hertfordshire, and will strive for more help for the police in tackling
telephone and internet crime.

In this PCC election, *you have two votes*, enabling you to exercise
preference between candidates who may not be your first choice. In
Hertfordshire, the practical choice is between Labour and Conservative
candidates. So, had enough of the penny-pinching austerity of the Tory
Hertfordshire Police budget, then please give me one, or both, of your two
preferences, to help make Hertfordshire a safe, secure and pleasant place to
live?

Elected as your PCC*, I promise to work full-time as Commissioner, and will
take the new 'living wage' as pay.

_You may contact Kerry on _kerrypollard@btinternet.com_. _

@KerryPollard

_This statement is promoted by his agent, Peter Scott of 31, The Rex,
Berkhamsted, Herts. HP4 2BT. _

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Labour-1.jpg,4436
Liberal Democrats,Chris James White,https://www.choosemypcc.org.uk/candidates/hertfordshire/chris-james-white/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Chris-White.jpg,"Chris is Leader of the Liberal Democrat group on St Albans Council and has
been a Hertfordshire county councillor since 1993. He has built a reputation
as a formidable campaigner.

Chris has extensive experience of working on policing issues in his local
community and was formerly chair of the Hertfordshire Police Authority Audit
Committee.

Chris has worked in accountancy, training and public affairs. He was a member
of the Audit Commission's Board from 2005 to 2011 and is currently Deputy
Leader of the Local Government Association's Liberal Democrat Group.

Chris says: 'It is important that policing remains local - that while we work
with other forces, it remains a Hertfordshire force focussed on Hertfordshire
issues.'

Chris's other key priorities:

  * Make sure there are adequate resources for tackling crimes against women and girls: domestic crimes are systematically underreported and it is time to take them much more seriously.
  * Bear down on costs and ensure greater efficiency: freeing up the police to spend less time behind computers and more time on the streets.
  * Ensure that Hertfordshire's night time economy prospers as a safe environment for visitors: too often our high streets are intimidating for local people and those on a quiet night out.
  * Work more closely with local authorities to ensure that roads are safer.
  * Make sure that there is adequate funding for the police, rather than meaningless tax cuts that the service can ill afford.
  * Open up decision-making so that the public can more fully participate in and challenge the Commissioner's priorities.

With your support on May 5th I'll make sure we have an effective, well-funded
police force that will help keep you and your family safe.

www.Facebook.com/Chris4HertsPCC

This election address was prepared by Lloyd Harris agent for Chris White 49
Mortimer Hill, Tring, HP23 5JA

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Lib-Dem-logo-ballot-paper-only.jpg,7797
Labour Party,Vera Baird,https://www.choosemypcc.org.uk/candidates/northumbria/vera-baird/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Labour-Candidate-Photo.jpg,"Northumbria has great community spirit.   Since becoming Police and Crime
Commissioner, I have worked closely with local residents, councillors,
businesses and the voluntary sector to address your policing priorities.

I've worked hard to ensure that tackling Anti-social Behaviour remains high on
the policing agenda.   Across Northumbria, police officers and partner
organisations work to ensure the minority who cause problems know their
behaviour is unacceptable and will not be tolerated.   Our work tackling ASB
has been recognised by Her Majesty's Inspectorate of Constabulary as being
outstanding.   I have also ensured that Northumbria leads the way in tackling
domestic abuse and violence.   A regional strategy has been implemented and
police officers are better trained to offer support and advice to victims.

Neighbourhood policing is your and my number one priority, so I've brought
police officers closer to you.   Police stations have been relocated to
community hubs, making police officers more accessible.   All savings have
been reinvested in policing.

I will always ensure that victims of crime remain at the heart of everything
we do, and that they get the support they need.   I'm proud that we are
getting it right: we have a satisfaction rate of 91%, the highest in the
country - but I want this figure even higher.

Since 2010, successive Governments have cut more than £100 million from the
Northumbria Police budget.   Despite this challenge, I will continue to ensure
that your priorities are delivered by Northumbria Police.

Northumbria deserves the very best policing.   I have always tried to deliver
this, and if re-elected I will continue to ensure effective policing is
delivered for you and your family.   I hope I can count on your support.

Vote *Vera Baird

www.verabaird.info

This Election Address was prepared by Election Agent, Edmund Francis Derrick,
Labour North, King's Manor, Newcastle upon Tyne, NE1 6PA

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Labour-Resized-Logo.jpg,153
The Conservative Party Candidate,Stewart Thomas Hay,https://www.choosemypcc.org.uk/candidates/northumbria/stewart-thomas-hay/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Conservative-Candidate-Photo.jpg,"Stewart: A retired Detective Inspector who during his exemplary police career
had the responsibility for the investigation of murders. Who currently works
as a solicitor specialising in criminal law. His current profession means he
has accumulated 40 years relevant experience giving him a unique perspective
into policing; this makes him the best person for the job. This election
transcends normal political affiliations; please elect the best person for the
job. He would not need a highly paid deputy nor would he allow any political
appointments in the Police &amp; Crime Commissioners Office. The post must be
made transparent.

In addition to his normal police experience he was an elected member of the
police federation (the police equivalent to a union) at 3 different ranks
representing the rank and file officers and dealing with police regulations.

Stewart is local in every sense of the word, he was born in the county has
always lived and worked here. He has no plans to ever move away this makes him
very aware of our local issues, and the cosmopolitan mix of our communities.

Main priorities: -

Protecting frontline and community policing.

Engaging with the public which so far through surveys and face to face exchanges has confirmed his priority of frontline visible police presence is what the public want putting him in perfect harmony with constituents.

Embracing diversity not treating people the same but in accordance with their individual needs.

Generating an atmosphere of respect between the police and public.

Introduce innovation putting Northumbria Police at the forefront of policing.

Create bespoke policing plan(s) catering for the differences between rural, town and city centre policing issues.



On the 5th May vote for Stew Hay

Facebook: Stewart Hay PCC for Northumbria
Email: stewarthay3147@hotmail.co.uk
Mobile 07796286954
Twitter @3147Hay

Address prepared by the Election Agent, Fuad Joseph Hayek, 2 Horton Park,
Bewick Hill, Newcastle, NE13 6BU

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Conservative-Emblem1_Col.jpg,7706
UK Independence Party (UKIP),Melanie Hurst,https://www.choosemypcc.org.uk/candidates/northumbria/melanie-hurst/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/UKIP-Candidate-Photo.jpg,"I have always supported transparency in the public sector and as an elected
UKIP PCC I would deliver this by representing those who elected me through a
positive united approach in delivering my responsibilities by ensuring
Northumbria Police are open and honest in their actions and accountable to
you. I am lucky enough to represent a party that will not pressure me into
political decisions; I will make decisions that are right for our communities
not the politicians.

I also have a sound working knowledge of enforcement legislative requirements
and constraints in executing duties as well as experience of leading people
and managing budgets, having previously worked in intelligence and enforcement
as the manager of the National Identity Fraud Unit, then as the manager of a
region-wide North East organised fraud team. I understand the competing
priorities and demands encountered when trying to deliver government targets
against a backdrop of budget reductions and staffing issues.

I would like to see more done for victims of sexual abuse, assault or
exploitation, such as more accessible services for both children and adults to
be able to report incidents through. I believe there's a need for this type of
service and that it could be developed and led by Northumbria Police Force
working in conjunction with local authorities and other agencies to make this
type of crime as easy to report as house burglary or common assault.

A vote for another party is a vote for more of the same party politics - but I
believe it's time for change and the only party that promises change is the UK
Independence Party.

www.ukipne.org/pcc

This address was prepared by Election Agent Graham Edward Young of Aylswood,
Hindley, Stocksfield, Northumberland, NE43 7RY on behalf of Melanie Hurst of
Aylswood, Hindley, Stocksfield, Northumberland, NE43 7RY.

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/ukipLogo.jpg,4567
Liberal Democrat,Jonathan Charles Wallace,https://www.choosemypcc.org.uk/candidates/northumbria/jonathan-charles-wallace/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Liberal-Democrat-Candidate-photo.jpg,"Jonathan Wallace* - working to cut crime, putting communities at the heart of policing and campaigning to scrap PCCs.

Police officers have a tough job and they need more support. The recent
increase in council tax collected by the Northumbria Force must be spent on
front line policing not bureaucracy.

I want to *abolish the PCCs*. They have been an expensive failed experiment.
I'd rather have money spent on police officers than politicians and their
offices.

The police are too often tied up in red tape. We need to free them from too
much time stuck behind desks to spend more time on the streets.

I'll also make sure we do more to *stop re-offending*. I will focus on
rehabilitation and restorative justice so offenders pay back to victims and
the local community. This would *cut crime, save police time and taxpayers'
money.

Finally, more needs to be done to stop people becoming criminals. We should
identify and support at-risk teenagers and young adults before they fall into
a life of crime.

I gave up paid employment 7 years ago to set up my own business and live the
""good life"" - growing my own food. This has given me a good insight into rural
issues.

I am an experienced councillor, representing a partly rural, partly suburban
area on Gateshead Council, which itself covers a mainly urban area. *My
experience gives me a good understanding of the different issues affecting
Tyne and Wear and Northumberland.

I'll use that experience to ensure we're doing all we can to tackle the causes
of crime.

With your support I'll make sure we have an effective, well-funded police
force that will help keep you and your family safe.

www.jonathanwallace.blogspot.com

This election address was prepared by Election Agent, John McClurey, 5 Burdon
Park, Sunniside, Newcastle, NE16 5HA.

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Liberal-Democrat-Emblem.jpg,4602
UK Independence Party (UKIP),Henry Bolton,https://www.choosemypcc.org.uk/candidates/kent/henry-bolton/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Henry-Bolton-1.jpg,"Dear Residents of Kent,

The Home Office states PCCs… *""must… take into account the need to: protect
the UK border, critical infrastructure, civil nuclear sites, transport
systems, and the public."" *This is a serious role that requires an
experienced person with the background, maturity and character to coordinate
and lead the work of many organisations; to create one team and one set of
goals to deliver public safety and security.

I am a *former army officer, a former police officer and have held a number
of senior policing, border security and diplomatic posts* which you can read
about at _www.henrybolton.org_. I have used my experience to improve security
in a number of countries, including the US and Russia, and was made an OBE for
services to international security.

As Kent PCC I will:

  * introduce Parish Constables with full police powers;
  * reduce road deaths;
  * strengthen the fight against terrorism, organised crime, cyber-crime, domestic and gender based violence;
  * strengthen border security;
  * reduce anti-social behaviour and create a support centre for those whose lives are blighted by it;
  * maintain present levels of support to victims of crime and sexual assaults;
  * work with local authorities and care providers to strengthen mental healthcare support to people at risk before there's a need for the police to get involved;
  * apply pressure to bring comprehensive planning and transparency to Operation STACK;
  * Reduce unnecessary bureaucratic obstacles to joining the police;
  * oppose privatisation of law enforcement;
  * *hold the government to account for the impact centrally imposed cuts have on the ability of the police to keep the people of Kent safe.

My manifesto (at _www.henrybolton.org_) gives full details.

This form was prepared by Frank McKenna, 52b Broadmead Road, Folkestone, CT19
5AP, agent for Henry Bolton of the UK Independence Party

henry@henrybolton.org

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/UKIP-Logo-2.jpg,7524
Independent,Gurvinder Singh Sandher,https://www.choosemypcc.org.uk/candidates/kent/gurvinder-singh-sander/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/sandher.jpg,"I am standing as an Independent Candidate; I passionately believe there should
be no party politics in policing.  It is important to be relentlessly tough on
those who adopt criminal lifestyles and I will support Kent Police and
partners to ensure they have the necessary resources to make this a reality.

I am the County Chair of the Kent Police Independent Advisory Group, Vice
Chair of the Kent Police and Crime Panel and a member of the Kent Youth
Justice Board.  I have scrutinised the work of Kent Police for 17 years
representing the issues and concerns raised by members of the public, acting
as a community advocate - something which is integral to this role.

We live in challenging times with national and international issues such as
the counter terrorism threat, Operation Stack and public order disturbances
having a direct impact on us and the work of Kent Police. It is essential the
Commissioner represents the views and challenges our residents face and to
also ensure Kent Police deliver on their mission of providing a first class
service protecting and serving the people of Kent.



My priorities are to:

  * Invest in Policing by putting extra officers in frontline services on the streets of Kent and to make smarter use of technology and training
  * Keeping Our Communities Safe
  * Local Solutions for Local Communities
  * Supporting local businesses by giving Kent Police the resources and technology required to tackle cyber-crime, theft and fraud effectively
  * Tackling Rural Crime
  * Create a volunteer Police Cadet programme for young people of Kent and increase the number of specials and expand the scope of their work and visibility



Printed and Promoted by Dev Sharma MBE on behalf of Gurvinder Sandher
Independent Candidate both of 8 Wrotham Road, Gravesend, Kent, DA11 0PA

www.sandherforpcc.org

admin@sandherforpcc.org

FaceBook:  SandherForPCC

Twitter: SandherForPCC

",,13816
The Conservative Party Candidate,Matthew Richard Scott,https://www.choosemypcc.org.uk/candidates/kent/matthew-richard-scott/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Matthews-image-12771564_1572254553096399_5745506946000252368_o.jpg,"Your security is my priority. My six point plan will deliver the positive
changes that Kent and Medway needs in all of our urban, rural and coastal
areas.

The job of a PCC is to make sure people's priorities for policing in their
area are listened to, taken seriously, and acted upon by the Police.
Throughout my career in public service, I have developed the experience
required to support people through the Police and justice system, hold
Ministers and public officials to account and make decisions about how
resources are allocated. Coming from a Police family, I understand not only
what Officers need to get the job done, but what they go through in the line
of duty to protect us all.

As Commissioner, I will work hard to cut crime and reduce re-offending in all
parts of the county. I want to make sure that victims are at the heart of the
justice system and get the support they need. I shall look at how we can
deliver a better service and value for money by developing the relationship
with other emergency services.

I want to increase visible policing on our streets and support neighbourhood
teams. Action is required to tackle the harm caused by anti-social behaviour,
abuse and violence and substance misuse. I shall work with communities on
solutions to the misery caused by Operation Stack. I will promote better
online security to prevent cyber crime. I also want to revolutionise the
approach to mental health, which is taking up more Police time.

For a safer community, lower crime and better accountability, I hope you will
vote for me to be your Police and Crime Commissioner on Thursday 5th May.

Prepared by Andrew Mackness, Agent, The Guardhouse , Anchor Wharf, Historic
Dockyard, Chatham, ME4 4LF

www.matthewscott.org.uk

Facebook: Scott for Kent

Twitter : @Scott4Kent

",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Scott-logo-Conservative-Emblem1_Col.jpg,4206
English Democrats – “More Police – catching criminals!”,Steve Uncles,https://www.choosemypcc.org.uk/candidates/kent/steve-uncles/,https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/Steve-Uncles-English-Democrats-Stock-Picture-JPEG.jpg,"Steve says:-

""I am English, I was born in England, and support England in sport.

I want an English Parliament the same as the Scottish Parliament, I want to
celebrate St George's Day, like the Irish the celebrate St Patrick's Day, I
want to preserve my English Culture, like the Welsh preserve their language.

I simply want, what other people do for their own Nations, but I am told I
must be British not English, and that if I say I am English &amp; Proud, I am
a racist … why is this ?""

Note:

This is a reduce version of the Steve Uncles Election Address for the 2016
Kent Police Commissioner Elections, the original version can be found on his
website

www.SteveUnclesEnglishDemocrats.org

Steve is prepared to stand up for what is right, he vividly demonstrated this
in 2013 by rugby tackling an armed robber in London, resulting in the robber
being caught when he might have got away, he was subsequently awarded a
Commendation for Bravery by the Metropolitan Police Commissioner.

Steve is a consultant project manager, with a huge experience of working in
the public sector and therefore has the ideal qualifications and experience to
lead and mange Kent's Police far more effectively than has happened to date.

Steve has some new ideas that will make a big difference in ensuring that Law
Abiding citizens are protected from Criminals, and in assisting in the proper
enforcement of England's Border Control in Kent, that fall within Kent
Police's jurisdiction.

The English Democrats have a range of Common Sense policies which if
implemented would re-focus Police in Kent on traditional English Law &amp;
Order to Protect us all.

Kent English Police polices can also be found on his Website.

Prepared by Mike Russell - 9  Durrell Gardens, Chatham, Kent, ME5 0AW

www.SteveUnclesEnglishDemorats.org







",https://1rbena1k2rviaenzl3kexmgl-wpengine.netdna-ssl.com/wp-content/uploads/2016/04/EnglishDemocratLogoCOLOURii.jpg,5596
